BSE Symbol,NSE Symbol,Company Name          ,Sector
532430,BFUTILITIE,BF Utilities Ltd.,Power Generation/Distribution
541540,SOLARA,Solara Active Pharma Sciences Ltd.,Pharmaceuticals & Drugs
508989,NAVNETEDUL,Navneet Education Ltd.,Printing And Publishing
543387,SJS,SJS Enterprises Ltd.,Auto Ancillary
543711,SULA,Sula Vineyards Ltd.,Breweries & Distilleries
532395,AXISCADES,Axiscades Technologies Ltd.,IT - Software
543974,VPRPL,Vishnu Prakash R Punglia Ltd.,Engineering - Construction
532967,KIRIINDUS,Kiri Industries Ltd.,Dyes & Pigments
532663,SASKEN,Sasken Technologies Ltd.,IT - Software
532054,KDDL,KDDL Ltd.,Watches & Accessories
517467,,Marsons Ltd.,Electric Equipment
538734,,Ceinsys Tech Ltd.,IT - Software
500412,TIRUMALCHM,Thirumalai Chemicals Ltd.,Chemicals
506022,PRAKASH,Prakash Industries Ltd.,Steel & Iron Products
532717,INDOTECH,Indo Tech Transformers Ltd.,Electric Equipment
506235,ALEMBICLTD,Alembic Ltd.,Pharmaceuticals & Drugs
532029,SINDHUTRAD,Sindhu Trade Links Ltd.,Finance - NBFC
540212,TCIEXP,TCI Express Ltd.,Logistics
517300,GIPCL,Gujarat Industries Power Company Ltd.,Power Generation/Distribution
500052,BEPL,Bhansali Engineering Polymers Ltd.,Chemicals
543972,AEROFLEX,Aeroflex Industries Ltd.,Engineering - Industrial Equipments
540710,CAPACITE,Capacit'e Infraprojects Ltd.,Construction - Real Estate
513262,SSWL,Steel Strips Wheels Ltd.,Auto Ancillary
500108,MTNL,Mahanagar Telephone Nigam Ltd.,Telecommunication - Service  Provider
523301,TCPLPACK,TCPL Packaging Ltd.,Packaging
513097,SBCL,Shivalik Bimetal Controls Ltd.,Metal - Non Ferrous
590013,XPROINDIA,Xpro India Ltd.,Plastic Products
539636,PRECAM,Precision Camshafts Ltd.,Auto Ancillary
519183,ADFFOODS,ADF Foods Ltd.,Consumer Food
512008,,EFC (I) Ltd.,Business Support
500097,DALMIASUG,Dalmia Bharat Sugar And Industries Ltd.,Sugar
526783,,Dr Agarwals Eye Hospital Ltd.,Hospital & Healthcare Services
544055,MUTHOOTMF,Muthoot Microfin Ltd.,Finance - NBFC
506854,TANFACIND,Tanfac Industries Ltd.,Chemicals
532859,HGS,Hinduja Global Solutions Ltd.,BPO/ITeS
539450,SHK,SH Kelkar And Company Ltd.,Chemicals
532848,DELTACORP,Delta Corp Ltd.,Miscellaneous
532945,SEPC,SEPC Ltd.,Engineering - Construction
544133,EXICOM,Exicom Tele-Systems Ltd.,Electric Equipment
590078,MAITHANALL,Maithan Alloys Ltd.,Ferro & Silica Manganese
539837,RPEL,Raghav Productivity Enhancers Ltd.,Mining & Minerals
523539,PRECWIRE,Precision Wires India Ltd.,Cable
543547,DDEVPLSTIK,Ddev Plastiks Industries Ltd.,Plastic Products
542851,GENSOL,Gensol Engineering Ltd.,Engineering - Construction
590066,KCP,KCP Ltd.,Cement & Construction Materials
539686,KPEL,KP Energy Ltd.,Engineering - Construction
500333,PIXTRANS,Pix Transmissions Ltd.,Rubber  Products
500314,ORIENTHOT,Oriental Hotels Ltd.,"Hotel, Resort & Restaurants"
543260,STOVEKRAFT,Stove Kraft Ltd.,Consumer Durables - Domestic Appliances
530655,GOODLUCK,Goodluck India Ltd.,Steel & Iron Products
505412,WENDT,Wendt (India) Ltd.,Abrasives
503681,,Elcid Investments Ltd.,Finance - Investment
539678,QUICKHEAL,Quick Heal Technologies Ltd.,IT - Software
544042,BAJEL,Bajel Projects Ltd.,Engineering - Construction
590005,VEEDOL,Veedol Corporation Ltd.,Lubricants
541163,SANDHAR,Sandhar Technologies Ltd.,Auto Ancillary
502090,SAGCEM,Sagar Cements Ltd.,Cement & Construction Materials
531035,,Eraaya Lifespaces Ltd.,Auto Ancillary
544142,SCILAL,Shipping Corporation of India Land and Assets Ltd.,Shipping
530239,SUVEN,Suven Life Sciences Ltd.,Pharmaceuticals & Drugs
533162,HATHWAY,Hathway Cable & Datacom Ltd.,Telecommunication - Service  Provider
532285,GEOJITFSL,Geojit Financial Services Ltd.,Finance - Stock Broking
543528,VENUSPIPES,Venus Pipes & Tubes Ltd.,Steel & Iron Products
516072,VISHNU,Vishnu Chemicals Ltd.,Chemicals
543328,KRSNAA,Krsnaa Diagnostics Ltd.,Hospital & Healthcare Services
531209,NUCLEUS,Nucleus Software Exports Ltd.,IT - Software
532612,INDOCO,Indoco Remedies Ltd.,Pharmaceuticals & Drugs
523385,NILKAMAL,Nilkamal Ltd.,Plastic Products
505010,AUTOAXLES,Automotive Axles Ltd.,Auto Ancillary
544030,FLAIR,Flair Writing Industries Ltd.,Printing & Stationery
519091,TASTYBITE,Tasty Bite Eatables Ltd.,Consumer Food
540724,DIAMONDYD,Prataap Snacks Ltd.,Consumer Food
531717,VIDHIING,Vidhi Specialty Food Ingredients Ltd.,Dyes & Pigments
526807,SEAMECLTD,Seamec Ltd.,Shipping
543411,HITECH,Hi-Tech Pipes Ltd.,Steel & Iron Products
590051,SAKSOFT,Saksoft Ltd.,IT - Software
531508,EVEREADY,Eveready Industries India Ltd.,Batteries
530367,NRBBEARING,NRB Bearings Ltd.,Bearings
540768,MAHLOG,Mahindra Logistics Ltd.,Logistics
522029,WINDMACHIN,Windsor Machines Ltd.,Engineering - Industrial Equipments
533306,SUMMITSEC,Summit Securities Ltd.,Finance - NBFC
540544,PSPPROJECT,PSP Projects Ltd.,Construction - Real Estate
522064,HONDAPOWER,Honda India Power Products Ltd.,Electric Equipment
500186,HINDOILEXP,Hindustan Oil Exploration Company Ltd.,Oil Exploration
504112,NELCO,Nelco Ltd.,IT - Hardware
542759,SPANDANA,Spandana Sphoorty Financial Ltd.,Finance - NBFC
533229,BAJAJCON,Bajaj Consumer Care Ltd.,Household & Personal Products
512237,JAICORPLTD,Jai Corp Ltd.,Plastic Products
517059,SALZERELEC,Salzer Electronics Ltd.,Electric Equipment
533104,GLOBUSSPR,Globus Spirits Ltd.,Breweries & Distilleries
507878,UNITECH,Unitech Ltd.,Construction - Real Estate
517522,RAJRATAN,Rajratan Global Wire Ltd.,Auto Ancillary
543386,FINOPB,Fino Payments Bank Ltd.,Bank - Private
519156,VADILALIND,Vadilal Industries Ltd.,Consumer Food
500365,REMIMETAL,Welspun Specialty Solutions Ltd.,Steel & Iron Products
502157,MANGLMCEM,Mangalam Cement Ltd.,Cement & Construction Materials
535322,REPCOHOME,Repco Home Finance Ltd.,Finance - Housing
531349,PANACEABIO,Panacea Biotec Ltd.,Pharmaceuticals & Drugs
543989,KALAMANDIR,Sai Silks (Kalamandir) Ltd.,Retailing
532924,KOLTEPATIL,Kolte-Patil Developers Ltd.,Construction - Real Estate
532775,GTLINFRA,GTL Infrastructure Ltd.,Telecom-Infrastructure
543449,WEL,Wonder Electricals Ltd.,Consumer Durables - Electronics
532834,CAMLINFINE,Camlin Fine Sciences Ltd.,Chemicals
544119,RPTECH,Rashi Peripherals Ltd.,Trading
526247,PREMEXPLN,Premier Explosives Ltd.,Chemicals
543714,LANDMARK,Landmark Cars Ltd.,Automobiles - Dealers & Distributors
540797,SHALBY,Shalby Ltd.,Hospital & Healthcare Services
500150,FOSECOIND,Foseco India Ltd.,Chemicals
522249,MAYURUNIQ,Mayur Uniquoters Ltd.,Textile
541403,DOLLAR,Dollar Industries Ltd.,Textile
504212,UNIVCABLES,Universal Cables Ltd.,Cable
533344,PFS,PTC India Financial Services Ltd.,Finance - NBFC
509243,TVSSRICHAK,TVS Srichakra Ltd.,Tyres & Allied
526506,,Systematix Corporate Services Ltd.,Finance - Investment
523261,VENKEYS,Venky'S (India) Ltd.,Agriculture
500117,DCW,DCW Ltd.,Chemicals
543932,IDEAFORGE,Ideaforge Technology Ltd.,Engineering - Industrial Equipments
522281,RAMRAT,Ram Ratna Wires Ltd.,Metal - Non Ferrous
530073,SANGHVIMOV,Sanghvi Movers Ltd.,Construction Vehicles
544053,MOTISONS,Motisons Jewellers Ltd.,Diamond  &  Jewellery
544054,SURAJEST,Suraj Estate Developers Ltd.,Construction - Real Estate
526829,CONFIPET,Confidence Petroleum India Ltd.,Industrial  Gases & Fuels
541167,YASHO,Yasho Industries Ltd.,Chemicals
530199,THEMISMED,Themis Medicare Ltd.,Pharmaceuticals & Drugs
539921,,Shanti Educational Initiatives Ltd.,Educational Institutions
517035,,RIR Power Electronics Ltd.,Electronics - Components
543996,UDS,Updater Services Ltd.,Professional Services
523127,EIHAHOTELS,EIH Associated Hotels Ltd.,"Hotel, Resort & Restaurants"
532390,TAJGVK,Taj GVK Hotels & Resorts Ltd.,"Hotel, Resort & Restaurants"
517544,CENTUM,Centum Electronics Ltd.,Electronics - Components
513228,PENIND,Pennar Industries Ltd.,Steel & Iron Products
533267,CANTABIL,Cantabil Retail India Ltd.,Textile
500068,GEORGFISCH,Disa India Ltd.,Engineering - Industrial Equipments
526227,FILATEX,Filatex India Ltd.,Textile - Spinning
533302,KICL,Kalyani Investment Company Ltd.,Finance - Investment
532268,ACCELYA,Accelya Solutions India Ltd.,IT - Software
539332,NAVKARCORP,Navkar Corporation Ltd.,Logistics
524164,IOLCP,IOL Chemicals And Pharmaceuticals Ltd.,Pharmaceuticals & Drugs
500304,NIITLTD,NIIT Ltd.,IT - Education
543766,,Ashika Credit Capital Ltd.,Finance - NBFC
531548,SOMANYCERA,Somany Ceramics Ltd.,Ceramics/Marble/Granite/Sanitaryware
532698,NITINSPIN,Nitin Spinners Ltd.,Textile - Spinning
533303,BFINVEST,BF Investment Ltd.,Finance - Investment
522215,HLEGLAS,HLE Glascoat Ltd.,Engineering - Industrial Equipments
530555,PARACABLES,Paramount Communications Ltd.,Cable
540642,SALASAR,Salasar Techno Engineering Ltd.,Engineering - Industrial Equipments
505800,RANEHOLDIN,Rane Holdings Ltd.,Finance - Investment
501421,,TechNVision Ventures Ltd.,IT - Software
532369,RAMCOIND,Ramco Industries Ltd.,Cement & Construction Materials
532686,KERNEX,Kernex Microsystems (India) Ltd.,Electronics - Components
500168,GOODYEAR,Goodyear India Ltd.,Tyres & Allied
530475,,Tinna Rubber And Infrastructure Ltd.,Chemicals
540048,SPAL,S.P. Apparels Ltd.,Textile
522101,KILBUNENGG,Kilburn Engineering Ltd.,Engineering - Industrial Equipments
505744,FMGOETZE,Federal-Mogul Goetze (India) Ltd.,Auto Ancillary
514043,HIMATSEIDE,Himatsingka Seide Ltd.,Textile
535136,,NIBE Ltd.,Defence
500672,NOVARTIND,Novartis India Ltd.,Trading
511034,JINDRILL,Jindal Drilling & Industries Ltd.,Oil Exploration
507514,SDBL,Som Distilleries Breweries & Wineries Ltd.,Breweries & Distilleries
533676,INDOTHAI,Indo Thai Securities Ltd.,Finance - Investment
522241,MMFL,MM Forgings Ltd.,Forgings
500215,ATFL,Agro Tech Foods Ltd.,Edible Oil
504036,HIRECT,Hind Rectifiers Ltd.,Electric Equipment
517015,VINDHYATEL,Vindhya Telelinks Ltd.,Telecom-Infrastructure
517206,LUMAXIND,Lumax Industries Ltd.,Auto Ancillary
504341,RELTD,Ravindra Energy Ltd.,Power Generation/Distribution
540795,DYCL,Dynamic Cables Ltd.,Cable
524820,PANAMAPET,Panama Petrochem Ltd.,Lubricants
530011,MANGCHEFER,Mangalore Chemicals & Fertilizers Ltd.,Fertilizers
505192,SMLISUZU,SML Isuzu Ltd.,Automobiles-Trucks/Lcv
543399,TARSONS,Tarsons Products Ltd.,Plastic Products
514234,SANGAMIND,Sangam (India) Ltd.,Textile
543218,SBGLP,Suratwwala Business Group Ltd.,Construction - Real Estate
532309,GEPIL,GE Power India Ltd.,Engineering - Construction
532368,BCG,Brightcom Group Ltd.,IT - Software
542905,HINDWAREAP,Hindware Home Innovation Ltd.,Consumer Durables - Domestic Appliances
532626,POCL,Pondy Oxides & Chemicals Ltd.,Metal - Non Ferrous
544198,DEEDEV,Dee Development Engineers Ltd,Engineering - Industrial Equipments
508814,COSMOFIRST,Cosmo First Ltd.,Plastic Products
543329,WINDLAS,Windlas Biotech Ltd.,Pharmaceuticals & Drugs
523618,DREDGECORP,Dredging Corporation Of India Ltd.,Shipping
512229,,Veritas (India) Ltd.,Trading
506194,ARIHANTSUP,Arihant Superstructures Ltd.,Construction - Real Estate
539199,,SG Finserve Ltd.,Finance - NBFC
532923,RGL,Renaissance Global Ltd.,Diamond  &  Jewellery
513250,JYOTISTRUC,Jyoti Structures Ltd.,Transmission Towers / Equipments
544202,STANLEY,Stanley Lifestyles Ltd.,Household & Personal Products
507526,ASALCBR,Associated Alcohols & Breweries Ltd.,Breweries & Distilleries
539889,PARAGMILK,Parag Milk Foods Ltd.,Consumer Food
517380,IGARASHI,Igarashi Motors India Ltd.,Electric Equipment
524091,CARYSIL,Carysil Ltd.,Household & Personal Products
590006,AMRUTANJAN,Amrutanjan Health Care Ltd.,Pharmaceuticals & Drugs
539042,AGIIL,AGI Infra Ltd.,Construction - Real Estate
544134,PLATIND,Platinum Industries Ltd.,Chemicals
511742,UGROCAP,Ugro Capital Ltd.,Finance - NBFC
533121,EXPLEOSOL,Expleo Solutions Ltd.,IT - Software
513269,MANINDS,Man Industries (India) Ltd.,Steel & Iron Products
544117,SIGNPOST,Signpost India Ltd.,Advertising & Media
512038,,TCC Concept Ltd.,Trading
543331,MOL,Meghmani Organics Ltd.,Chemicals
523105,,Cropster Agro Ltd.,Plastic Products
544020,ESAFSFB,ESAF Small Finance Bank Ltd.,Bank - Private
533138,ASTEC,Astec Lifesciences Ltd.,Pesticides & Agrochemicals
526173,ANDREWYU,Andrew Yule & Company Ltd.,Tea/Coffee
543929,HMAAGRO,HMA Agro Industries Ltd.,Consumer Food
543321,TATVA,Tatva Chintan Pharma Chem Ltd.,Chemicals
524394,VIMTALABS,Vimta Labs Ltd.,Pharmaceuticals & Drugs
539872,BAJAJHCARE,Bajaj Healthcare Ltd.,Pharmaceuticals & Drugs
533137,DEN,Den Networks Ltd.,TV Broadcasting & Software Production
539761,,Vantage Knowledge Academy Ltd.,Educational Institutions
531761,APOLLOPIPE,Apollo Pipes Ltd.,Plastic Products
500147,FLATPROD,John Cockerill India Ltd,Engineering - Industrial Equipments
539309,RAMASTEEL,Rama Steel Tubes Ltd.,Steel & Iron Products
543311,IPL,India Pesticides Ltd.,Pesticides & Agrochemicals
533263,GREENPOWER,Orient Green Power Company Ltd.,Power Generation/Distribution
543652,FUSION,Fusion Finance Ltd.,Finance - NBFC
507747,TTKHLTCARE,TTK Healthcare Ltd.,Pharmaceuticals & Drugs
544029,GANDHAR,Gandhar Oil Refinery (India) Ltd.,Lubricants
530843,CUPID,Cupid Ltd.,Household & Personal Products
505725,,Algoquant Fintech Ltd.,Engineering - Industrial Equipments
539533,,Elitecon International Ltd.,Trading
531637,,Praveg Ltd.,Professional Services
543591,DREAMFOLKS,Dreamfolks Services Ltd.,Airport Management Services
534392,VSSL,Vardhman Special Steels Ltd.,Steel & Iron Products
523694,APCOTEXIND,Apcotex Industries Ltd.,Rubber  Products
517041,ADORWELD,Ador Welding Ltd.,Electrodes & Welding Equipment
524669,HESTERBIO,Hester Biosciences Ltd.,Pharmaceuticals & Drugs
500414,TIMEXWATCH,Timex Group India Ltd.,Watches & Accessories
532850,MICEL,MIC Electronics Ltd.,Electric Equipment
533080,MOLDTKPAC,Mold-Tek Packaging Ltd.,Plastic Products
533552,RUPA,Rupa & Company Ltd.,Textile
543590,,Rhetan TMT Ltd.,Steel & Iron Products
512020,,Saraswati Commercial (India) Ltd.,Finance - NBFC
539607,,Blue Cloud Softech Solutions Ltd.,IT - Software
543812,DIVGIITTS,Divgi Torqtransfer Systems Ltd.,Engineering
532366,PNBGILTS,PNB Gilts Ltd.,Finance - NBFC
509820,HUHTAMAKI,Huhtamaki India Ltd.,Plastic Products
543214,NDRAUTO,NDR Auto Components Ltd.,Auto Ancillary
505526,DOLATALGO,Dolat Algotech Ltd.,Finance - Stock Broking
504000,ELPROINTL,Elpro International Ltd.,Construction - Real Estate
505196,TIL,TIL Ltd.,Construction Vehicles
522261,DOLPHIN,Dolphin Offshore Enterprises (India) Ltd.,Oil Exploration
532815,SMSPHARMA,SMS Pharmaceuticals Ltd.,Pharmaceuticals & Drugs
530759,STERTOOLS,Sterling Tools Ltd.,Fasteners
532684,EKC,Everest Kanto Cylinder Ltd.,Engineering - Industrial Equipments
533146,DLINKINDIA,D-Link (India) Ltd.,IT - Networking
502450,SESHAPAPER,Seshasayee Paper and Boards Ltd.,Paper & Paper Products
506480,GOCLCORP,GOCL Corporation Ltd.,Chemicals
505160,TALBROAUTO,Talbros Automotive Components Ltd.,Auto Ancillary
500306,JKSYNTHETC,Jaykay Enterprises Ltd.,Business Support
544107,BLSE,BLS E-Services Ltd.,Professional Services
517500,ROTO,Roto Pumps Ltd.,Compressors / Pumps
506197,BLISSGVS,Bliss GVS Pharma Ltd.,Pharmaceuticals & Drugs
500460,MUKANDLTD,Mukand Ltd.,Steel & Iron Products
513517,STEELCAS,Steelcast Ltd.,Castings/Forgings
543923,IKIO,IKIO Lighting Ltd.,Electronics - Components
537259,SUYOG,Suyog Telematics Ltd.,Telecom-Infrastructure
532650,MSPL,MSP Steel & Power Ltd.,Steel & Iron Products
509152,GRPLTD,GRP Ltd.,Rubber  Products
502330,ANDHRAPAP,Andhra Paper Ltd.,Paper & Paper Products
543686,SIRCA,SIRCA Paints India Ltd.,Trading
532705,JAGRAN,Jagran Prakashan Ltd.,Printing And Publishing
530307,CLSEL,Chaman Lal Setia Exports Ltd.,Consumer Food
531921,AGARIND,Agarwal Industrial Corporation Ltd.,Petrochemicals
524470,SYNCOMF,Syncom Formulations (India) Ltd.,Pharmaceuticals & Drugs
543689,UNIPARTS,Uniparts India Ltd.,Engineering - Industrial Equipments
543230,,Advait Energy Transitions Ltd.,Engineering - Industrial Equipments
507944,,Bajaj Steel Industries Ltd.,Engineering - Industrial Equipments
512267,MMWL,Media Matrix Worldwide Ltd,"Film Production, Distribution & Entertainment"
504741,INDIANHUME,Indian Hume Pipe Company Ltd.,Engineering - Construction
543254,AWHCL,Antony Waste Handling Cell Ltd.,Environmental Services
512068,,Deccan Gold Mines Ltd.,Mining & Minerals
543514,VERANDA,Veranda Learning Solutions Ltd.,Educational Institutions
540124,GNA,GNA Axles Ltd.,Auto Ancillary
507410,WALCHANNAG,Walchandnagar Industries Ltd.,Engineering - Industrial Equipments
543958,VLEGOV,VL E-Governance & IT Solutions Ltd.,Courier  Services
523838,SIMPLEXINF,Simplex Infrastructures Ltd.,Engineering - Construction
532851,INSECTICID,Insecticides (India) Ltd.,Pesticides & Agrochemicals
532880,OMAXE,Omaxe Ltd.,Construction - Real Estate
507488,GMBREW,GM Breweries Ltd.,Breweries & Distilleries
531859,,Oriental Rail Infrastructure Ltd.,Wood & Wood Products
590073,WHEELS,Wheels India Ltd.,Auto Ancillary
539289,AURUM,Aurum Proptech Ltd.,IT - Software
543419,SHRIRAMPPS,Shriram Properties Ltd.,Construction - Real Estate
539404,SATIN,Satin Creditcare Network Ltd.,Finance Term Lending
532067,,3B Blackbio Dx Ltd.,Pesticides & Agrochemicals
543389,SIGACHI,Sigachi Industries Ltd.,Chemicals
509675,HIL,HIL Ltd.,Cement & Construction Materials
531357,,Mercury Ev-Tech Ltd.,Automobiles - Passenger Cars
543992,YATRA,Yatra Online Ltd,Travel Services
506248,AMNPLST,Amines & Plasticizers Ltd.,Chemicals
542774,MUFIN,Mufin Green Finance Ltd.,Finance - Investment
533761,GPTINFRA,GPT Infraprojects Ltd.,Engineering - Construction
532719,BLKASHYAP,B.L. Kashyap and Sons Ltd.,Construction - Real Estate
532633,ALLDIGI,Alldigi Tech Ltd.,BPO/ITeS
530131,UDAICEMENT,Udaipur Cement Works Ltd.,Cement & Construction Materials
511768,MASTERTR,Master Trust Ltd.,Finance - NBFC
532839,DISHTV,Dish TV India Ltd.,TV Broadcasting & Software Production
530643,,Eco Recycling Ltd.,Environmental Services
532485,,Balmer Lawrie Investments Ltd.,Finance - NBFC
526433,,ASM Technologies Ltd.,IT - Software
524109,KABRAEXTRU,Kabra Extrusiontechnik Ltd.,Engineering - Industrial Equipments
500650,EXCELINDUS,Excel Industries Ltd.,Pesticides & Agrochemicals
532365,DSSL,Dynacons Systems & Solutions Ltd.,IT - Software
590030,SPIC,Southern Petrochemical Industries Corporation Ltd.,Fertilizers
526521,SANGHIIND,Sanghi Industries Ltd.,Cement & Construction Materials
543517,HARIOMPIPE,Hariom Pipe Industries Ltd.,Steel & Iron Products
523369,DCMSRIND,DCM Shriram Industries Ltd.,Sugar
530355,ASIANENE,Asian Energy Services Ltd.,Oil Exploration
507789,JAGSNPHARM,Jagsonpal Pharmaceuticals Ltd.,Pharmaceuticals & Drugs
540311,JITFINFRA,JITF Infralogistics Ltd.,Logistics
505400,TEXINFRA,Texmaco Infrastructure & Holdings Ltd.,Construction - Real Estate
543709,,PNGS Gargi Fashion Jewellery Ltd.,Retailing
531147,ALICON,Alicon Castalloy Ltd.,Castings/Forgings
523445,RIIL,Reliance Industrial Infrastructure Ltd.,Engineering - Construction
543953,,Khazanchi Jewellers Ltd.,Trading
531633,LINCOLN,Lincoln Pharmaceuticals Ltd.,Pharmaceuticals & Drugs
590134,MADRASFERT,Madras Fertilizers Ltd.,Fertilizers
508933,AYMSYNTEX,AYM Syntex Ltd.,Textile
519602,KELLTONTEC,Kellton Tech Solutions Ltd.,IT - Software
500402,SPMLINFRA,SPML Infra Ltd.,Engineering - Construction
506685,ULTRMARINE,Ultramarine & Pigments Ltd.,Chemicals
540425,SHANKARA,Shankara Building Products Ltd.,Steel & Iron Products
530943,SABTNL,Sri Adhikari Brothers Television Network Ltd.,"Film Production, Distribution & Entertainment"
514448,,Jyoti Resins & Adhesives Ltd.,Chemicals
543266,HERANBA,Heranba Industries Ltd.,Pesticides & Agrochemicals
532742,,Paushak Ltd.,Chemicals
531092,OMINFRAL,Om Infra Ltd.,Engineering - Construction
540774,IFGLEXPOR,IFGL Refractories Ltd.,Refractories
522073,HITECHGEAR,The Hi-Tech Gears Ltd.,Auto Ancillary
532240,INDNIPPON,India Nippon Electricals Ltd.,Auto Ancillary
500199,IGPL,IG Petrochemicals Ltd.,Chemicals
531179,ARMANFIN,Arman Financial Services Ltd.,Finance - NBFC
530879,,Capital India Finance Ltd.,Finance - Investment
544131,GPTHEALTH,GPT Healthcare Ltd.,Hospital & Healthcare Services
531795,ATULAUTO,Atul Auto Ltd.,Automobile Two & Three Wheelers
590065,IMPAL,India Motor Parts & Accessories Ltd.,Trading
508954,,Finkurve Financial Services Ltd.,Finance - NBFC
543283,BARBEQUE,Barbeque-Nation Hospitality Ltd.,Restaurants
544184,BOROSCI,Borosil Scientific Ltd.,Packaging
524332,BCLIND,BCL Industries Ltd.,Edible Oil
532370,RAMCOSYS,Ramco Systems Ltd.,IT - Software
543279,SURYODAY,Suryoday Small Finance Bank Ltd.,Bank - Private
538920,VINCOFE,Vintage Coffee & Beverages Ltd.,Trading
526650,TFCILTD,Tourism Finance Corporation Of India Ltd.,Finance Term Lending
539785,PDMJEPAPER,Pudumjee Paper Products Ltd.,Paper & Paper Products
541269,CHEMFAB,Chemfab Alkalis Ltd.,Chemicals
540602,GTPL,GTPL Hathway Ltd.,TV Broadcasting & Software Production
543252,FAIRCHEMOR,Fairchem Organics Ltd.,Chemicals
511628,,Fedders Holding Ltd.,Finance - Investment
538836,MONTECARLO,Monte Carlo Fashions Ltd.,Textile
539469,,Panorama Studios International Ltd.,"Film Production, Distribution & Entertainment"
504704,GKWLIMITED,GKW Ltd.,Logistics
544004,IRMENERGY,IRM Energy Ltd.,Industrial  Gases & Fuels
544120,CAPITALSFB,Capital Small Finance Bank Ltd.,Bank - Private
544138,JGCHEM,JG Chemicals Ltd.,Chemicals
540704,MATRIMONY,Matrimony.Com Ltd.,BPO/ITeS
532875,ADSL,Allied Digital Services Ltd.,IT - Software
532051,SWELECTES,Swelect Energy Systems Ltd.,Electronics - Components
540125,RADHIKAJWE,Radhika Jeweltech Ltd.,Diamond  &  Jewellery
500136,ESTER,Ester Industries Ltd.,Plastic Products
519477,,CIAN Agro Industries & Infrastructure Ltd.,Edible Oil
523475,,Lotus Chocolate Company Ltd.,Consumer Food
501150,CENTRUM,Centrum Capital Ltd.,Finance - Investment
532532,JPASSOCIAT,Jaiprakash Associates Ltd.,Engineering - Construction
524709,NACLIND,NACL Industries Ltd.,Pesticides & Agrochemicals
539799,BHARATWIRE,Bharat Wire Ropes Ltd.,Metal - Non Ferrous
531449,GRMOVER,GRM Overseas Ltd.,Consumer Food
543263,SMCGLOBAL,SMC Global Securities Ltd.,Finance - Stock Broking
539660,BESTAGRO,Best Agrolife Ltd.,Pesticides & Agrochemicals
524330,JAYAGROGN,Jayant Agro-Organics Ltd.,Chemicals
539221,SPORTKING,Sportking India Ltd.,Textile
534369,TBZ,Tribhovandas Bhimji Zaveri Ltd.,Diamond  &  Jewellery
503031,PENINLAND,Peninsula Land Ltd.,Construction - Real Estate
544136,RKSWAMY,RK Swamy Ltd.,Business Support
543240,LIKHITHA,Likhitha Infrastructure Ltd.,Engineering - Construction
540776,5PAISA,5Paisa Capital Ltd.,Finance - Stock Broking
540061,BIGBLOC,Bigbloc Construction Ltd.,Construction - Real Estate
539290,OSWALGREEN,Oswal Greentech Ltd.,Finance - Investment
517421,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd.,Consumer Durables - Domestic Appliances
534328,HEXATRADEX,Hexa Tradex Ltd.,Trading
514360,,K&R Rail Engineering Ltd.,Engineering - Construction
500439,VHL,Vardhman Holdings Ltd.,Finance - NBFC
506390,HEUBACHIND,Heubach Colorants India Ltd.,Chemicals
516030,PAKKA,Pakka Ltd.,Paper & Paper Products
543995,MVGJL,Manoj Vaibhav Gems 'N' Jewellers Ltd.,Trading
531847,,Asian Star Company Ltd.,Diamond  &  Jewellery
505036,AUTOCORP,Automobile Corporation of Goa Ltd.,Auto Ancillary
522108,YUKEN,Yuken India Ltd.,Engineering - Industrial Equipments
509438,,Benares Hotels Ltd.,"Hotel, Resort & Restaurants"
524520,,KMC Speciality Hospitals (India) Ltd.,Hospital & Healthcare Services
542669,,BMW Industries Ltd.,Engineering - Construction
532661,RML,Rane (Madras) Ltd.,Auto Ancillary
511076,SATINDLTD,Sat Industries Ltd.,Trading
523207,KOKUYOCMLN,Kokuyo Camlin Ltd.,Printing & Stationery
506642,SADHNANIQ,Sadhana Nitro Chem Ltd.,Chemicals
500078,OAL,Oriental Aromatics Ltd.,Chemicals
590062,ANDHRSUGAR,The Andhra Sugars Ltd.,Chemicals
523736,DVL,Dhunseri Ventures Ltd.,Chemicals
543599,KSOLVES,KSolves India Ltd.,IT - Software
532515,TVTODAY,TV Today Network Ltd.,TV Broadcasting & Software Production
532741,KAMDHENU,Kamdhenu Ltd.,Steel & Iron Products
526608,ELECTHERM,Electrotherm (India) Ltd.,Steel & Iron Products
539148,SHIVALIK,Shivalik Rasayan Ltd.,Pesticides & Agrochemicals
511413,CREST,Crest Ventures Ltd.,Finance - NBFC
520008,RICOAUTO,Rico Auto Industries Ltd.,Auto Ancillary
539018,,Beekay Steel Industries Ltd.,Steel & Iron Products
534748,STEELXIND,Steel Exchange India Ltd.,Steel/Sponge Iron/Pig Iron
533156,VASCONEQ,Vascon Engineers Ltd.,Engineering - Construction
500280,CENTENKA,Century Enka Ltd.,Textile
526725,SANDESH,The Sandesh Ltd.,Printing And Publishing
544186,,Forbes Precision Tools And Machine Parts Ltd.,Engineering - Industrial Equipments
530075,SELAN,Selan Exploration Technology Ltd.,Oil Exploration
532616,XCHANGING,Xchanging Solutions Ltd.,IT - Software
532457,GULPOLY,Gulshan Polyols Ltd.,Consumer Food
